@relation 'seismic-bumps_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute '0.334energy+0.315maxenergy+0.314nbumps+0.31 gpuls+0.255nbumps4...' numeric
@attribute 0.433ghazard=a-0.388ghazard=b+0.349seismoacoustic=a-0.3seismoacoustic=b-0.251gdenergy... numeric
@attribute '0.49 nbumps5+0.434maxenergy+0.398energy-0.285nbumps2-0.266nbumps...' numeric
@attribute -0.544seismic=a+0.544seismic=b-0.343ghazard=c-0.331seismoacoustic=c-0.215nbumps... numeric
@attribute -0.54seismoacoustic=b+0.448seismoacoustic=a+0.329ghazard=c+0.313seismoacoustic=c+0.226gdenergy... numeric
@attribute 0.396genergy-0.389seismoacoustic=c+0.358gpuls+0.326gdpuls-0.325ghazard=c... numeric
@attribute 0.427genergy-0.411gdenergy-0.373gdpuls-0.285nbumps2+0.274gpuls... numeric
@attribute -0.587ghazard=b+0.439ghazard=a+0.311ghazard=c-0.283seismoacoustic=a+0.254seismoacoustic=b... numeric
@attribute -0.784nbumps4-0.406shift+0.404nbumps5+0.122nbumps2-0.093gdpuls... numeric
@attribute -0.702shift-0.48nbumps3+0.276nbumps4-0.264genergy+0.226nbumps2... numeric
@attribute -0.643nbumps2+0.564nbumps3-0.418shift-0.201genergy-0.108nbumps5... numeric
@attribute class {1,0}

@data
0.715875,1.223134,-1.070865,1.268539,0.411379,-1.355079,-0.682809,0.144983,0.902321,-0.160792,0.01402,0
2.178484,1.856781,-2.307775,-2.486355,-0.262211,-0.052631,-3.177697,0.278119,0.627148,0.236313,-0.516747,1
4.699097,2.732305,1.312657,1.028693,0.793927,-0.9897,-0.402671,0.24129,-2.360525,0.013273,1.910994,0
1.211439,1.623626,-1.663378,0.860976,0.047843,-1.699731,-1.111772,0.118216,1.053621,0.053705,-0.851701,0
0.534986,0.415767,-0.816887,1.591826,1.159596,-0.406435,-0.59923,0.341419,0.752285,0.46485,-0.673603,0
0.30239,1.682655,-1.355351,-1.465116,-0.282006,-0.471976,-1.447874,-0.28866,0.649599,0.733696,-0.461597,0
1.260284,2.175746,-1.5323,-1.941726,-0.503,-0.59444,-1.877923,-0.223059,0.657694,0.061,0.258302,0
1.960575,1.704419,-1.542542,-2.108116,0.092673,0.313297,-2.423797,0.140596,0.49322,0.004139,0.299009,0
0.79797,1.864586,-1.024448,-1.533719,-0.147142,-0.239936,-1.219512,-0.312735,0.541406,-0.180532,1.089251,1
4.835323,2.141127,2.873947,1.422279,-1.651935,-1.440945,1.953137,0.729787,-2.332068,0.78316,1.086654,0
3.014928,0.131724,-2.42099,0.135406,-1.654073,-0.675842,-1.09968,1.563613,0.987268,0.133796,-1.716329,0
0.234901,-0.980388,-0.317361,1.945691,-0.831203,-0.232591,1.324036,1.15137,0.671009,0.193918,0.089126,0
-0.149078,-0.286597,-0.268502,-0.775481,-1.649509,0.45301,0.736347,0.674798,0.355522,0.220254,1.178464,0
3.233305,-3.223708,-1.044734,-2.102009,-1.593191,0.369324,-1.833659,-2.358532,0.287051,0.483117,-0.408026,0
1.35689,0.331666,-1.339199,-1.699977,-2.001466,0.329141,-0.284909,0.824375,0.491741,-0.285825,1.03355,0
-0.016229,0.721009,-0.559116,-1.608046,-2.844366,-0.851027,-0.3636,0.665686,-0.241683,-1.625134,0.183585,0
-1.764656,-0.55928,0.844632,-0.329568,-1.87074,0.03704,0.88745,0.624716,-0.49935,-0.473628,-0.363415,0
-0.640102,-0.491333,0.675979,-0.871433,-1.790052,0.314192,-0.188456,1.055601,-0.603028,-1.125814,0.430225,0
-0.052426,-0.333371,-0.383677,-0.795014,-1.552613,0.608669,0.79089,0.662512,0.358404,0.194891,1.166563,1
3.541727,1.625702,-1.025951,1.094148,1.182571,-0.43935,-0.632841,0.249122,-2.056625,1.577036,-1.299459,0
1.590371,1.391595,-1.988517,0.766594,0.436456,-1.089952,-1.088594,0.159773,1.027152,-0.037551,-0.88853,0
1.213009,1.166499,-1.263779,1.163961,0.793455,-0.750082,-0.376723,0.107082,0.823862,-1.162816,1.519147,1
8.507075,5.492958,2.584939,1.156867,0.244667,-2.387814,1.325056,-0.559062,-8.092316,1.97592,2.380623,0
0.143089,0.864897,-0.911334,1.697433,0.766754,-0.987928,0.089761,-0.06727,0.912107,0.469663,-0.753999,1
2.898866,-3.932438,1.205115,1.563325,-0.786261,-0.982176,-0.940404,-1.64654,-3.465801,-0.311113,-0.206022,0
0.584886,-3.062517,-0.081424,-0.915278,-2.180115,-0.940413,0.192567,-3.161484,0.436075,1.055042,-0.357026,0
0.775338,-2.786428,0.326692,-0.925842,-2.258473,-1.05397,0.420016,-3.220783,0.363427,0.179996,1.198597,0
0.038547,0.377208,-0.767437,-1.103484,-2.318998,-0.365998,0.554653,0.477543,0.579365,0.478039,0.298524,0
0.755092,-0.275948,-1.069209,-1.273951,-1.613204,0.715171,-0.104146,0.854674,0.492083,1.306033,-1.223012,0
-0.305714,1.396949,-0.995365,-1.016018,-0.028017,-0.269904,-0.745982,-0.476556,0.649085,1.40878,-1.204462,0
-0.988845,1.392663,-0.112798,-0.551599,0.033784,-0.383333,0.096054,-0.64166,0.494201,0.322648,1.193356,0
2.023885,0.306585,-2.034948,-2.162928,-2.089728,0.368375,-1.347426,1.093947,0.614202,0.84577,-1.331385,0
0.44271,-0.019752,-0.80185,-1.211325,-1.903823,0.245941,0.062065,0.784869,0.459619,0.45085,0.341595,0
0.101515,-0.058363,-0.612407,-0.836058,-1.529002,0.724829,1.491972,0.297563,0.452486,0.064604,1.012426,0
0.013056,-0.221837,-0.797663,-0.831726,-1.501844,0.770818,1.282886,0.342724,0.512196,0.958974,-0.54251,0
-1.061995,0.218496,0.490815,-0.756782,-2.299574,-0.382579,1.002991,0.372093,-0.366146,-1.186372,0.25931,0
-1.862368,1.497365,0.30132,-0.583408,-0.326651,-0.790626,0.032282,-0.739772,-0.283254,-1.13728,0.297887,0
-1.559191,1.373623,0.432805,-0.665115,-0.124643,-0.471978,-0.188795,-0.60537,-0.359871,-1.169166,0.293661,0
-1.578121,1.280831,0.472022,-0.640592,-0.124906,-0.48943,-0.380471,-0.49357,-0.385113,-1.118273,0.360263,0
-0.228866,1.6701,-1.131978,-1.045197,-0.023649,-0.208772,-0.070925,-0.766773,0.66094,0.39706,0.235404,0
-0.82929,0.486518,-0.150783,-0.327073,1.086411,1.087793,0.387193,-0.515688,0.337776,0.815948,0.418714,0
-0.332331,0.878745,-0.70116,-0.726564,0.713243,0.718458,-0.093751,-0.513899,0.483041,1.052087,-0.427667,0
0.04388,1.589538,-0.867056,-1.105143,0.142702,0.028537,-0.271763,-0.576407,0.507404,-0.496388,1.837765,0
3.494259,2.854129,-2.862358,-3.057194,-0.320335,0.176669,-2.185378,-0.251294,0.655524,-2.481946,3.069207,0
-0.63452,1.03077,-0.598229,-0.663621,0.462618,0.325378,-0.029376,-0.585952,0.520601,1.090768,-0.425416,0
-1.330377,0.79251,0.284715,-0.714477,0.223196,0.039616,-1.01062,-0.18235,-0.429642,-0.235394,-1.140628,0
-2.285527,0.81058,0.787598,-0.196298,0.174572,-0.233234,0.033612,-0.532302,-0.428585,-0.440854,-0.347906,0
-1.57902,1.202326,0.451753,-0.65377,-0.072655,-0.428063,-0.493298,-0.434751,-0.401442,-1.119277,0.365152,0
-1.382176,-0.006699,0.881686,-0.413832,1.000249,1.009566,-1.095118,0.169451,-0.712879,-0.473266,-0.217465,0
0.419205,1.09729,-1.290323,-1.213271,0.580941,0.737899,-0.739173,-0.404526,0.564553,1.219697,-1.299195,0
0.418996,-0.30302,-0.443142,-0.9012,-1.292627,1.070207,1.042524,0.566176,0.343751,0.085716,1.077978,0
1.706323,0.81801,-2.118096,-2.094023,-2.472065,-0.134574,-0.528925,0.615196,0.76732,0.779266,-1.467326,0
1.739143,-0.095926,-0.904146,-1.492496,-1.107337,1.594905,0.517619,0.728434,0.30004,-0.69927,1.75231,0
-0.528156,-0.689138,-0.108187,-0.403795,-1.164201,1.050202,1.501375,0.479755,0.333585,0.796435,0.379206,0
3.166834,1.895222,-2.706938,-2.995272,-3.075091,-0.644948,-1.088024,0.615346,0.795695,-1.507801,1.485042,0
3.105084,0.283051,-2.384679,-2.433347,-1.359223,1.643565,-0.647071,0.889943,0.510353,-0.373486,0.009848,0
0.485209,0.043997,-1.200082,-1.238901,-1.862074,0.402516,0.460744,0.518538,0.596146,1.225857,-1.33984,0
0.850677,-0.09663,-1.315,-1.319649,-1.576525,0.86134,0.446396,0.567672,0.55786,1.165003,-1.361686,0
2.033104,0.699525,-2.251026,-2.176267,-2.208988,0.300811,-0.5006,0.635605,0.735023,0.701107,-1.506247,0
-0.945373,-0.252415,0.421569,-0.813171,-2.006411,0.028986,0.337811,0.753243,-0.488933,-1.179813,0.348407,0
0.473307,1.760337,-1.772202,-1.507094,-0.171812,-0.219967,-0.977911,-0.580158,0.793779,1.509175,-2.150814,1
2.996006,2.242975,-0.992662,1.193158,0.665872,-1.184814,0.261313,-0.235147,-1.955735,0.629004,0.128627,1
4.543736,2.7588,1.501503,1.381908,1.203231,-0.430807,1.122127,-0.352775,-2.269618,0.514214,0.969941,0
1.079488,0.79067,-0.970547,1.48767,1.36718,0.011832,0.397717,-0.07945,0.772633,-0.611692,0.700306,1
6.480868,-2.649228,-0.847149,0.420802,-0.345294,0.22158,0.144974,-2.474035,-2.258893,1.121738,-1.519718,1
8.408307,0.831473,10.477306,0.062601,-2.375182,-1.141228,1.540618,-3.41583,6.4633,-0.574772,-2.395746,1
6.647226,-0.221857,0.066574,-0.012667,-2.753665,-3.114862,-0.121763,-2.964297,-1.875627,1.145499,-1.533665,0
2.376605,0.544617,-1.619433,0.602658,-1.735585,-0.939991,0.498008,0.986637,0.941116,-1.032238,0.549247,0
1.301329,-0.599484,-1.103994,1.393661,-0.775448,0.123216,1.296551,1.033062,0.740559,-0.655883,0.672415,0
0.056611,1.539512,-1.050207,-1.101243,0.165049,0.082682,-0.267313,-0.635578,0.597995,0.391109,0.258386,1
5.462118,2.928195,0.817974,0.879215,1.193506,-0.228077,0.525361,-0.242471,-2.186122,0.679165,0.105348,0
3.025993,1.503129,-3.024985,0.1216,0.825136,-0.183258,-1.298667,0.118295,1.110597,-0.06586,-1.893511,0
1.706248,1.640198,-2.03339,0.741397,0.400939,-1.079058,-0.604538,-0.097986,1.084433,-0.118069,-0.991763,0
2.147213,-0.50621,-1.597943,-1.625454,-0.57169,2.47178,0.514482,0.733058,0.349466,0.02456,0.098504,0
0.768898,0.369094,-0.85565,-1.273602,-1.850353,0.424967,0.929832,0.409796,0.470327,-0.590024,1.750461,0
0.261317,-1.043977,-0.397222,-0.607019,-0.498948,2.127499,1.42857,0.603327,0.235492,0.623885,0.304956,0
-0.141171,1.031589,-0.699274,-0.76823,0.796507,0.869487,0.294153,-0.640649,0.4408,0.087967,1.071177,0
-0.874629,0.501748,0.423497,-0.821476,0.609833,0.612463,-1.382472,0.128954,-0.625199,-1.155842,0.477117,0
-1.740687,1.15963,0.26179,-0.615208,-0.152258,-0.532823,-0.52375,-0.488713,-0.30341,-0.213225,-1.195387,1
2.207917,2.687717,3.085542,2.011509,0.387156,-1.848801,0.959431,-0.31976,-3.095834,0.035968,-0.440281,0
-0.590654,0.980524,-0.0017,1.645953,0.403238,-1.431648,-0.268029,0.051213,-0.02251,-1.823639,-0.013556,0
0.663746,0.137048,-0.88794,1.85114,1.96873,0.746731,0.809137,-0.078568,0.701861,-0.013996,-0.043368,1
4.102312,1.305374,-1.121848,1.23805,2.304616,1.228446,0.946702,-0.159009,-2.219293,0.088078,0.830836,0
0.514831,0.258172,-0.890654,1.885396,1.836338,0.546055,0.962169,-0.17717,0.742519,-0.006631,-0.060714,0
1.972676,1.856829,-1.937973,0.691499,0.515418,-0.896527,-0.097867,-0.215523,0.969205,-1.978705,2.078008,1
6.569159,3.265637,2.091122,1.691266,1.954092,0.281927,2.33834,-0.660097,-5.253998,2.011569,0.426004,0
1.24212,0.865506,-1.090325,1.451796,1.454469,0.175621,0.674632,-0.212266,0.802658,-0.673071,0.635415,1
5.201137,3.768472,-0.935225,0.260377,-0.018699,-1.742788,-0.075343,-0.455569,-1.78861,0.227239,-0.066626,0
2.255322,0.30426,-1.78552,1.200218,2.423072,1.715256,0.686959,-0.085024,0.713465,-0.907271,0.542141,1
3.986169,2.801104,-1.576188,0.6995,0.53488,-1.145537,0.292344,-0.39922,-1.87119,-0.134121,0.758743,0
0.91922,0.862563,-1.267467,1.520806,1.322395,-0.061081,0.72112,-0.253815,0.855555,-0.639219,0.65478,1
2.160711,1.49982,-0.24852,1.999242,1.501528,-0.289969,1.564592,-0.451247,-2.093752,1.034076,0.211693,0
5.442773,3.420194,-5.062588,-1.574613,-0.479155,-1.356707,-2.437488,-0.071517,1.512458,-1.938134,-0.70368,0
5.512879,2.885313,-5.680898,-1.595351,-0.242069,-0.960466,-3.061311,0.033693,1.758773,1.645631,-6.937488,0
-1.427004,0.034876,0.882047,-0.394932,0.951053,0.933419,-1.042487,0.139221,-0.697469,-0.460343,-0.212648,0
-2.113772,0.664469,0.800112,-0.232724,0.324458,-0.006407,-0.161272,-0.407569,-0.478441,-0.443505,-0.320238,0
-1.574509,1.125825,0.359794,-0.651991,-0.027972,-0.351574,-0.531613,-0.402053,-0.408053,-1.125284,0.381549,0
-1.718076,1.13287,0.262974,-0.61891,-0.129935,-0.500993,-0.56156,-0.465055,-0.311336,-0.210507,-1.187864,0
-2.315528,0.828722,0.791692,-0.188802,0.151815,-0.275068,0.048241,-0.543962,-0.421028,-0.433571,-0.348134,0
-1.809837,1.325214,0.346056,-0.598137,-0.236542,-0.669439,-0.269514,-0.56908,-0.339336,-1.115233,0.349658,0
-2.382587,0.878962,0.794634,-0.173277,0.093303,-0.36533,0.106255,-0.58261,-0.404305,-0.428299,-0.353838,0
-1.081147,1.516962,-0.124137,-1.057024,-0.410378,-0.741627,-1.075214,-0.373745,-0.275527,-0.883616,-0.462964,1
3.971906,3.51147,0.857964,1.195467,0.171668,-1.881362,1.048819,-0.600322,-2.02817,-0.058952,1.694561,0
2.889931,1.916927,-2.954362,0.194313,0.585645,-0.567189,-0.662098,-0.171088,1.160352,-0.932638,-0.368814,0
0.632715,1.12119,-0.848718,1.613837,0.945139,-0.665103,0.681177,-0.280562,0.874658,-0.521231,0.707856,0
1.652123,1.666731,-2.051402,-1.747004,0.663402,1.099083,-0.369945,-0.644179,0.622059,-0.495363,0.850685,0
1.961322,1.438496,-2.415069,-1.811811,0.969062,1.59024,-0.410214,-0.640197,0.68029,0.341168,-0.740267,0
-0.441921,1.21851,-0.644743,-0.689405,0.538905,0.449986,0.45097,-0.757108,0.504421,0.143707,1.075954,0
0.557637,3.110652,-1.228976,-1.769118,-1.278647,-1.771523,-0.690018,-0.822529,0.740852,-1.708166,3.274169,0
-0.735623,1.946855,-0.734054,-0.932071,-0.465002,-0.934592,-0.047725,-0.780702,0.62497,-0.39406,1.849638,0
-1.444373,1.44459,-0.361624,-0.471315,-0.217005,-0.754503,0.182494,-0.79049,0.638405,1.224115,-0.395583,0
-0.664097,2.051216,-0.537918,-0.924084,-0.528683,-1.032069,-0.034893,-0.790308,0.616396,-0.358606,1.866168,0
0.486923,2.692804,-1.643053,-1.796825,-1.060036,-1.449205,-1.094193,-0.656285,0.779782,-0.847206,1.723631,0
-0.026892,2.326586,-1.03177,-1.352903,-0.829562,-1.277748,-0.788648,-0.701829,0.785763,0.785343,-0.530418,0
-0.758008,1.853267,-0.706972,-0.916311,-0.49253,-0.982734,-0.313496,-0.706995,0.670385,0.550013,0.325745,0
-0.047543,2.3429,-1.018982,-1.357646,-0.803902,-1.255184,-0.703058,-0.68114,0.714178,-0.125559,1.035769,0
-1.955154,1.004183,0.233569,-0.062618,0.156165,-0.403352,0.538897,-0.72529,0.477251,1.017761,0.483024,0
-0.806383,1.774313,-0.691313,-0.910556,-0.486382,-0.989076,-0.470045,-0.625825,0.650282,0.56898,0.354069,0
1.103735,2.138079,-1.366023,-1.911037,-0.611691,-0.777677,-2.126636,-0.109612,0.628842,0.112293,0.309024,0
-0.05787,1.922449,-1.198765,-1.377021,-0.624058,-1.001114,-1.30657,-0.408695,0.705048,0.791187,-0.455474,0
-2.360474,0.833396,0.816493,-0.181962,0.127486,-0.328237,0.016767,-0.534791,-0.419047,-0.420233,-0.344435,0
-1.891531,1.224452,0.27153,-0.586371,-0.251183,-0.710145,-0.479752,-0.531752,-0.275001,-0.190747,-1.200766,0
-1.934618,1.464352,0.38953,-0.567679,-0.368985,-0.879124,-0.123685,-0.666271,-0.300424,-1.100208,0.330837,0
-0.047858,1.743989,-1.311293,-1.383753,-0.558458,-0.899482,-1.575097,-0.32407,0.746287,1.698495,-1.995596,0
0.832306,1.168123,-1.072515,-1.582511,0.153615,0.173556,-2.365017,0.253193,0.433958,0.76657,-0.327483,0
-1.106323,1.057602,-0.232265,-0.548381,0.100405,-0.29292,-0.454758,-0.412556,0.496103,1.247075,-0.3009,0
3.507645,4.181159,-4.015583,-3.954423,-2.449919,-2.599788,-4.352059,-0.09004,1.203053,-0.580832,-0.852659,0
2.804607,0.817363,-1.617507,-2.61864,-2.463197,-0.034868,-2.151997,1.454869,0.388072,-1.544251,2.618029,0
2.465323,1.272253,-2.783075,-2.859973,-3.296331,-1.079526,-2.486016,1.117206,0.905784,1.39958,-2.979098,0
-0.645768,-0.037935,-0.113952,-0.659685,-2.072437,-0.202477,0.854996,0.556302,0.419927,0.293014,1.197587,0
1.007971,-0.60994,-0.469022,-1.343165,-1.426692,0.953927,-1.008589,1.410718,0.210444,0.486412,0.494146,0
0.461708,-0.355122,-0.751963,-1.223682,-1.815407,0.382016,-0.593292,1.077519,0.423913,1.391687,-1.128562,0
0.905969,0.427605,-1.016788,-1.624608,-2.304674,-0.186453,-0.466651,0.929009,0.412571,-1.105858,2.654707,0
-1.260207,-1.112898,0.970129,-0.459849,-1.353538,0.747457,0.018877,1.134824,-0.683199,-0.446511,-0.262322,0
-0.064991,0.280741,-0.67435,-1.089269,-2.358465,-0.436102,0.289457,0.609624,0.539013,0.509299,0.3474,0
2.741166,0.724886,-1.900301,-2.598717,-2.489031,-0.036237,-2.233081,1.370614,0.553602,0.245508,-0.525325,0
0.542523,-0.263006,-0.700201,-1.237234,-1.785082,0.433781,-0.3817,1.038771,0.364042,0.469372,0.418744,0
-0.289818,-0.268294,-0.085148,-0.743793,-1.779554,0.241314,0.563851,0.746089,0.335152,0.269477,1.219161,0
-0.036514,2.215116,-1.015421,-1.363547,-0.745385,-1.177346,-0.90795,-0.565287,0.679992,-0.111393,1.071751,0
-1.031391,1.024345,-0.268044,-0.565537,0.16462,-0.191541,-0.454599,-0.403631,0.489514,1.233362,-0.306472,0
-1.170887,0.323926,0.287375,-0.246918,0.86571,0.664119,-0.370738,-0.152333,0.244988,0.988379,0.588627,0
-1.629517,0.092529,0.97367,-0.353544,0.810121,0.675634,-1.099935,0.141919,-0.680091,-0.40933,-0.195582,0
-2.286346,0.755488,0.839771,-0.197237,0.190499,-0.228676,-0.104994,-0.460057,-0.449205,-0.418987,-0.324179,0
-1.651098,1.287316,0.521015,-0.622919,-0.174948,-0.586143,-0.439145,-0.471611,-0.384165,-1.090331,0.377029,0
-1.333663,1.626988,0.018619,-0.470319,-0.290153,-0.879154,0.257177,-0.770345,0.550849,0.368171,1.190603,0
1.786688,0.09489,-1.860612,-2.127107,-2.212262,0.166076,-1.9897,1.34317,0.603966,1.822537,-2.800776,0
0.936025,0.289632,-1.162424,-1.628453,-2.244615,-0.082518,-0.633581,0.963892,0.469412,-0.206734,1.103661,0
-0.039274,0.349182,-0.594039,-1.088709,-2.390309,-0.48736,0.335339,0.580353,0.544698,0.518513,0.339965,0
-1.255128,1.19581,-0.279972,-0.514764,-0.026798,-0.484489,-0.235471,-0.545534,0.549675,1.245108,-0.331145,0
-0.09766,0.997613,-0.769153,-1.082064,0.212154,0.065275,-1.525203,-0.043493,0.488912,1.446537,-1.097113,0
-1.156456,0.298812,0.305544,-0.246491,0.874811,0.678829,-0.421943,-0.12169,0.234268,0.995548,0.602475,0
3.369944,-2.297958,-1.903877,-2.751643,-2.905356,-1.279316,-3.036282,-2.325207,0.60713,1.062395,-2.04226,0
0.273449,-3.786697,0.647491,-0.56284,-1.608676,-0.291649,0.038292,-2.803956,0.160123,0.858617,0.589943,0
2.124245,-1.858208,-1.28102,-2.161158,-3.280154,-2.044588,-1.420885,-2.953905,0.644578,-0.037323,0.256179,0
0.982969,0.230702,-1.162752,-1.627048,-2.243443,-0.070825,-0.795341,0.987893,0.524439,0.713611,-0.444877,0
0.309766,0.020293,-0.637827,-1.176128,-2.045153,0.034915,-0.051651,0.829068,0.445093,0.491209,0.378927,0
-0.168134,2.08608,-1.203445,-1.342714,-0.758599,-1.196934,-1.070277,-0.547508,0.75718,0.794763,-0.481836,0
-0.462014,0.527149,-0.223099,-0.703156,0.687388,0.585777,-1.128174,0.016614,0.320587,1.213379,-0.23343,0
-0.804965,0.824637,-0.262492,-0.622023,0.378744,0.125125,-0.715588,-0.240387,0.424272,1.222831,-0.280956,0
1.415518,2.666259,-2.054095,-2.293135,-1.054253,-1.2581,-2.243954,-0.251108,0.766838,-0.597105,0.971919,0
2.350359,2.51332,-2.732225,-2.809515,-0.960063,-0.912674,-3.440918,0.120866,0.833049,0.507818,-1.377941,0
0.232508,1.736257,-1.253238,-1.439471,-0.376665,-0.616829,-1.470829,-0.285496,0.650186,0.763705,-0.441035,0
-1.906605,0.381779,0.917552,-0.283191,0.53199,0.288357,-0.659304,-0.119677,-0.584382,-0.419195,-0.246191,0
-2.050934,0.52553,0.887944,-0.249773,0.399369,0.09085,-0.444852,-0.25047,-0.533237,-0.420107,-0.275262,0
-1.249612,1.705862,-0.089773,-1.013679,-0.593301,-1.014807,-0.850746,-0.515685,-0.221966,-0.872403,-0.488446,0
-1.23025,1.359258,-0.15163,-0.512459,-0.072765,-0.556617,0.005602,-0.61173,0.500946,0.341103,1.215278,0
2.144033,2.492488,-2.870669,-2.765827,-1.074791,-1.084157,-3.494801,0.069089,0.934778,1.425273,-2.941057,0
0.254882,1.96414,-1.041093,-1.416261,-0.525354,-0.829886,-1.282226,-0.397648,0.676206,0.792452,-0.452523,0
1.748002,3.096091,-2.656408,-2.671812,-1.509699,-1.758206,-2.667636,-0.297362,0.937773,-0.366419,0.108235,0
0.568626,2.187039,-1.832892,-1.81436,-0.849834,-1.139252,-1.88012,-0.339385,0.820573,0.99805,-1.301437,0
-0.014329,2.050907,-1.119772,-1.370509,-0.678989,-1.077267,-1.1554,-0.491693,0.727538,0.798026,-0.472808,1
3.756238,1.914365,-1.494076,0.417058,-2.71246,-2.650397,-0.068296,1.009484,-1.78889,0.343647,0.083337,0
0.826278,-0.06102,-1.231851,1.21412,-1.880467,-1.457904,0.29466,1.134871,0.981957,0.717155,-1.593114,0
1.182854,0.544885,-1.710468,0.839375,-2.392529,-2.035825,0.137518,1.009941,1.104589,0.038439,-0.911602,0
-0.397296,0.339218,0.215748,-1.201881,-2.509489,-0.563785,-0.117812,0.719992,-0.342746,-0.88484,-0.495265,0
-1.981039,-0.351142,0.806316,-0.280081,-2.066146,-0.257705,1.190848,0.437781,-0.425032,-0.47214,-0.404646,0
-2.019482,-0.313874,0.79891,-0.271405,-2.100456,-0.309985,1.245561,0.404035,-0.411514,-0.471853,-0.412333,0
-2.441943,0.897615,0.8185,-0.162379,0.053355,-0.438986,0.094731,-0.585154,-0.398323,-0.415335,-0.35153,0
-2.470028,0.933394,0.809382,-0.153796,0.019364,-0.480534,0.154599,-0.618672,-0.387576,-0.419106,-0.357079,0
-2.566748,1.030503,0.788728,-0.131377,-0.069604,-0.613027,0.300242,-0.707352,-0.352924,-0.419883,-0.376902,0
-2.589361,1.054598,0.782942,-0.125928,-0.091329,-0.644372,0.337643,-0.72971,-0.344479,-0.420629,-0.381816,0
-2.633393,1.10207,0.771438,-0.115234,-0.134226,-0.705492,0.411805,-0.773851,-0.328031,-0.422493,-0.391457,0
-2.562867,1.015309,0.795341,-0.134448,-0.055495,-0.604558,0.267541,-0.69142,-0.355654,-0.413843,-0.374968,0
-2.48441,0.92717,0.817834,-0.15403,0.024004,-0.494911,0.126839,-0.608746,-0.385424,-0.408489,-0.357191,0
-2.575034,1.031736,0.790623,-0.130747,-0.07066,-0.622535,0.295821,-0.707141,-0.350773,-0.416056,-0.377788,0
-1.942087,1.515531,0.433098,-0.560528,-0.406469,-0.936743,-0.082321,-0.69228,-0.292505,-1.091849,0.328215,0
-1.233825,1.466897,-0.224067,-1.026741,-0.489682,-0.863624,-1.197594,-0.386777,-0.193125,0.035854,-2.019116,0
-1.47016,1.665188,-0.089404,-0.449733,-0.352151,-0.969928,0.373757,-0.841975,0.584337,0.353852,1.169922,0
-2.602574,1.067858,0.77911,-0.12337,-0.101979,-0.661851,0.35789,-0.742369,-0.339211,-0.420623,-0.385421,0
-1.637628,1.531619,-0.290971,-0.42327,-0.380305,-1.014627,0.201998,-0.821834,0.661062,1.26208,-0.37961,0
0.371473,2.988539,-1.350832,-1.747183,-1.29086,-1.805328,-0.826707,-0.756373,0.744797,-1.703479,3.292814,0
-1.362156,0.647762,0.100959,-0.241811,0.677633,0.467001,0.277698,-0.527961,0.349861,0.862993,0.434639,0
0.047637,0.526933,-0.733343,-1.651733,-2.713992,-0.624795,-0.578913,0.72233,-0.204951,-0.775201,-1.402019,0
0.398965,-0.376978,-0.114769,-0.955354,-1.327274,1.065523,0.652093,0.743473,0.238662,0.045988,1.074553,0
1.640936,0.606848,-2.055012,-2.156358,-2.404641,0.013805,-0.922009,0.80582,0.671405,0.703239,-1.479609,0
-0.574305,0.460316,-0.014475,-1.199681,-2.55589,-0.594251,0.316974,0.544758,-0.352969,-1.881878,0.989582,0
-0.651769,-0.790325,0.066865,-0.439184,-1.20668,1.024476,1.167995,0.626732,0.254807,0.75196,0.372833,0
-1.529808,-0.703367,0.783558,-0.410423,-1.6474,0.397758,0.783846,0.69835,-0.548287,-0.542725,-0.396623,0
0.11248,0.370595,-0.715327,-1.666371,-2.621467,-0.492319,-0.826669,0.867304,-0.25324,-0.760646,-1.357166,0
1.245559,0.899089,-1.958564,-2.04748,-2.774929,-0.574792,-0.659156,0.621588,0.762685,0.775485,-1.478617,0
-1.637674,-0.640383,0.821521,-0.368138,-1.75894,0.224463,0.819645,0.673388,-0.529248,-0.50621,-0.37165,0
0.007346,0.491212,-0.646446,-1.140759,-2.354308,-0.375921,0.720041,0.435847,0.496067,-0.500177,1.802099,0
-1.868568,-0.434964,0.798594,-0.312053,-1.965497,-0.094924,1.099027,0.498244,-0.455466,-0.492425,-0.403362,0
-1.981922,-0.332342,0.789255,-0.280965,-2.072405,-0.257738,1.238048,0.412799,-0.41908,-0.482529,-0.414332,0
-1.980189,-0.339154,0.790171,-0.285437,-2.063425,-0.248342,1.225653,0.417743,-0.420877,-0.484618,-0.417893,0
-2.540244,1.016603,0.779945,-0.140743,-0.045659,-0.571813,0.294672,-0.702185,-0.358092,-0.429727,-0.381939,0
-1.875834,1.3628,0.354356,-0.591004,-0.283087,-0.742946,-0.236278,-0.597385,-0.328357,-1.117062,0.337686,0
-1.042149,1.400915,-0.133616,-1.090844,-0.314719,-0.610517,-1.24502,-0.284427,-0.309688,-0.900397,-0.465316,0
-0.668869,1.576043,-0.944333,-0.979258,-0.301765,-0.641043,-0.592784,-0.608651,0.684692,1.368458,-1.261317,0
-1.325016,1.432341,-0.251084,-0.522971,-0.119093,-0.589539,0.192467,-0.725975,0.528556,0.275047,1.149528,0
-1.262827,0.906418,0.578712,-0.731975,0.202488,-0.022112,-0.987393,-0.142112,-0.519694,-1.115134,0.424211,0
