@relation seismic-bumps-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {1,0}

@data
8.660254,58222.887896,990.733062,879.88181,-33648.551039,-58073.931527,-34750.135352,34635.819999,-57195.781768,-34641.016151,0
0,0,375.855025,452.065261,377.587076,-96.994845,96.994845,3.464102,377.587076,0,1
1.732051,41924.289797,341.214009,419.156295,-34298.070091,-41979.715423,-34571.734119,34642.748202,-41570.951432,-34641.016151,0
0,3467.565717,1021.909976,893.738217,-2440.459588,-3351.518313,-3574.952867,3465.833666,-2440.459588,-3464.101615,0
0,0,907.594623,840.044642,909.326674,57.157677,-57.157677,1.732051,909.326674,0,0
1.732051,7281.541595,344.678111,431.280651,-6581.793069,-7347.359526,-6851.992995,6928.20323,-6926.471179,-6928.20323,0
0,0,72.746134,155.884573,74.478185,-102.190998,102.190998,1.732051,76.210236,0,0
1.732051,176.669182,36.373067,161.080725,-135.099963,-325.625552,-19.052559,173.205081,-131.635861,-173.205081,0
1.732051,696.284425,29.444864,159.348674,-661.643408,-824.456184,-559.452411,692.820323,-658.179307,-692.820323,0
0,0,34.641016,152.420471,36.373067,-138.564065,138.564065,1.732051,38.105118,0,0
1.732051,5722.695868,69.282032,124.707658,-5125.13834,-5736.552275,-5171.903711,5196.152423,-5641.28948,-5196.152423,0
1.732051,5722.695868,252.879418,368.926822,-4941.540954,-5826.618917,-5081.837069,5196.152423,-5459.424145,-5196.152423,0
5.196152,6945.523738,1200.31121,1082.531755,-530.007547,-6839.868639,-1811.725145,1728.586706,-5720.963817,-1732.050808,0
0,5199.616524,795.011321,786.351067,-4399.409051,-5215.204982,-5175.367813,5197.884474,-4399.409051,-5196.152423,0
0,6935.131434,561.184462,606.217783,-4633.23591,-6985.360907,-5135.530644,5197.884474,-6365.286718,-5196.152423,0
5.196152,10066.679294,956.092046,905.862572,-2506.277519,-9988.737007,-3510.866987,3460.637514,-9082.874435,-3464.101615,0
1.732051,2258.594253,549.060106,597.557529,-1181.258651,-2315.75193,-1664.500826,1732.050808,-1699.141842,-1732.050808,0
0,3467.565717,154.152522,53.693575,-3308.217042,-3497.01058,-3429.460599,3467.565717,-3306.484992,-3464.101615,0
0,0,985.53691,928.379233,987.26896,-12.124356,12.124356,3.464102,987.26896,0,0
3.464102,4854.938414,1089.459958,1014.981773,-2374.641657,-4825.49355,-3486.618276,3464.101615,-3758.550252,-3464.101615,0
6.928203,2953.146627,836.58054,827.920286,-375.855025,-2975.663287,-1177.794549,1208.971464,-2102.70968,-1212.435565,1
5.196152,40717.050384,2175.455814,1877.543075,-32465.560337,-40398.353036,-34938.92889,34639.284101,-38524.274062,-34641.016151,1
0,524816.590846,1525.936761,1420.281662,-518087.573458,-524714.399848,-519708.773014,519620.438423,-523283.725881,-519615.242271,0
3.464102,17677.310542,762.102355,860.829251,-14824.622862,-17696.363101,-15553.816252,15588.457268,-16899.619729,-15588.457268,1
0,39842.364727,1226.291972,1269.593242,-33412.992129,-39743.63783,-34731.082793,34644.480253,-38609.144552,-34641.016151,0
3.464102,2258.594253,720.533136,817.527981,-663.375459,-2239.541694,-1394.3009,1385.640646,-1525.936761,-1385.640646,0
1.732051,17860.907928,569.844716,637.394697,-4624.575656,-17897.280995,-5128.602441,5197.884474,-17266.814501,-5196.152423,0
3.464102,3128.083758,843.508743,850.436947,-886.810013,-3155.796571,-1688.749537,1732.050808,-2268.986558,-1732.050808,0
0,3467.565717,448.601159,533.471649,-3013.768405,-3561.09646,-3365.374719,3467.565717,-3013.768405,-3464.101615,0
0,0,114.315353,263.271723,116.047404,-152.420471,152.420471,1.732051,117.779455,0,0
0,0,83.138439,235.55891,84.87049,-154.152522,154.152522,1.732051,86.60254,0,0
0,3467.565717,76.210236,228.630707,-3386.159329,-3613.057985,-3313.413195,3465.833666,-3384.427278,-3464.101615,0
5.196152,1396.032951,530.007547,590.629325,12.124356,-1460.118831,-439.940905,516.151141,-848.704896,-519.615242,1
1.732051,85225.559986,928.379233,895.470268,-68351.921019,-85206.507428,-69287.228455,69282.032303,-84285.056398,-69282.032303,0
1.732051,10056.286989,382.783228,472.84987,-4811.637143,-10137.693377,-5099.157577,5196.152423,-9659.647354,-5196.152423,0
1.732051,13690.129583,379.319127,464.189616,-11743.304475,-13775.000073,-12029.092859,12124.355653,-13300.418151,-12124.355653,0
3.464102,1392.568849,625.270342,639.126748,-239.023011,-1399.497053,-848.704896,864.293353,-755.174152,-866.025404,1
1.732051,49202.367291,334.285806,419.156295,-34304.998295,-49280.309577,-34544.021306,34641.016151,-48852.493027,-34641.016151,0
5.196152,2781.673597,363.73067,433.012702,-1193.383006,-2831.90307,-1493.027796,1555.381625,-2400.622419,-1558.845727,0
3.464102,872.953607,621.80624,597.557529,-69.282032,-808.867727,-746.513898,691.088272,-239.023011,-692.820323,0
0,0,512.687039,523.079344,514.41909,19.052559,-19.052559,1.732051,514.41909,0,0
5.196152,23057.06035,578.50497,555.988309,-15008.220248,-23031.079588,-15583.261116,15584.993167,-22450.842568,-15588.457268,0
1.732051,6415.516191,585.433173,566.380614,-4608.987199,-6443.229004,-5158.047305,5196.152423,-5819.690713,-5196.152423,0
0,6931.667332,462.457566,484.974226,-6464.013614,-6994.021161,-6860.653249,6929.935281,-6464.013614,-6928.20323,0
0,0,510.954988,502.294734,512.687039,-50.229473,50.229473,1.732051,512.687039,0,0
3.464102,699.748526,587.165224,555.988309,242.487113,-717.069034,-318.697349,344.678111,-100.458947,-346.410162,0
1.732051,1042.694586,57.157677,119.511506,-980.340757,-1092.92406,-983.804859,1039.230485,-976.876655,-1039.230485,0
0,6931.667332,53.693575,117.779455,-6872.777604,-6909.150671,-6945.523738,6929.935281,-6871.045554,-6928.20323,0
1.732051,3817.43998,379.319127,426.084499,-3083.050437,-3886.722012,-3384.427278,3464.101615,-3427.728548,-3464.101615,0
1.732051,523.079344,465.921667,476.313972,-51.961524,-555.988309,-481.510125,519.615242,-50.229473,-519.615242,0
0,0,129.903811,36.373067,131.635861,-41.569219,41.569219,1.732051,133.367912,0,0
1.732051,349.874263,67.549981,105.655099,-277.128129,-417.424245,-273.664028,346.410162,-273.664028,-346.410162,0
0,5199.616524,77.942286,91.798693,-5116.478086,-5171.903711,-5218.669083,5197.884474,-5114.746035,-5196.152423,0
1.732051,1562.309828,240.755062,330.821704,-1316.358614,-1661.036724,-1454.922678,1558.845727,-1314.626563,-1558.845727,0
1.732051,1215.899667,237.290961,327.357603,-973.412554,-1297.306055,-1125.833025,1212.435565,-971.680503,-1212.435565,0
0,3467.565717,401.835787,422.620397,-3060.533777,-3458.905463,-3467.565717,3465.833666,-3060.533777,-3464.101615,0
5.196152,4517.188506,270.199926,337.749907,-1460.118831,-4567.41798,-1661.036724,1728.586706,-4226.20397,-1732.050808,1
0,71019.279263,564.648563,502.294734,-68715.651689,-70939.604926,-69353.046386,69283.764354,-70447.702496,-69282.032303,0
1.732051,18023.720704,398.371686,405.299889,-13456.302724,-18004.668145,-13859.870562,13856.406461,-17611.492611,-13856.406461,0
3.464102,6592.185374,242.487113,313.501196,-4951.933259,-6658.003304,-5114.746035,5194.420372,-6334.109803,-5196.152423,0
1.732051,1042.694586,446.869108,415.692194,-590.629325,-1037.498434,-1039.230485,1039.230485,-588.897275,-1039.230485,1
3.464102,58905.315915,561.184462,467.653718,-51398.607715,-58808.321069,-52034.270361,51959.792176,-58323.346843,-51961.524227,0
3.464102,18553.728251,256.34352,315.233247,-8402.178468,-18581.441064,-8601.36431,8658.521987,-18271.403969,-8660.254038,0
1.732051,1562.309828,576.772919,476.313972,-980.340757,-1479.17139,-1636.788013,1558.845727,-978.608706,-1558.845727,1
3.464102,354043.309423,647.787002,540.399852,-345760.642461,-353925.529968,-346508.88841,346410.161514,-353378.201913,-346410.161514,0
0,8663.718139,135.099963,256.34352,-8523.422024,-8786.693747,-8532.082278,8661.986089,-8523.422024,-8660.254038,0
1.732051,869.489505,457.261413,439.940905,-407.03194,-874.685658,-855.633099,866.025404,-405.299889,-866.025404,0
0,22527.052803,588.897275,524.811395,-11533.726328,-22476.82333,-12158.996669,12126.087704,-21926.031173,-12124.355653,0
0,8663.718139,98.726896,67.549981,-8559.795091,-8649.861733,-8668.914292,8661.986089,-8558.06304,-8660.254038,0
0,0,410.496041,419.156295,412.228092,-10.392305,10.392305,1.732051,412.228092,0,0
1.732051,10918.848291,597.557529,531.739598,-9793.015266,-10879.011122,-10421.749709,10392.304845,-10310.898457,-10392.304845,0
0,0,107.38715,60.621778,109.119201,-76.210236,76.210236,1.732051,110.851252,0,0
0,0,65.817931,105.655099,67.549981,-91.798693,91.798693,1.732051,69.282032,0,0
0,1735.514909,58.889727,103.923048,-1671.429029,-1756.299519,-1706.070045,1733.782858,-1669.696978,-1732.050808,0
0,0,102.190998,51.961524,103.923048,-5.196152,5.196152,1.732051,105.655099,0,1
0,124719.782501,699.748526,614.878037,-103221.567877,-124596.806893,-104026.971503,103924.780505,-124006.177568,-103923.048454,0
1.732051,-1.732051,857.36515,732.657492,857.36515,95.262794,-96.994845,1.732051,857.36515,0,0
3.464102,6240.57906,372.390924,424.352448,-4823.761499,-6339.305956,-5090.497323,5196.152423,-5861.259933,-5196.152423,0
3.464102,19592.958735,720.533136,661.643408,-6205.938044,-19530.604906,-6959.380145,6928.20323,-18846.444837,-6928.20323,0
0,10399.233049,649.519053,620.074189,-6276.952127,-10402.69715,-6914.346824,6931.667332,-9741.053742,-6928.20323,1
1.732051,43659.804706,176.669182,294.448637,-34462.614918,-43753.33545,-34528.432849,34641.016151,-43467.547067,-34641.016151,1
3.464102,70329.923041,455.529362,486.706277,-68824.77089,-70364.564057,-69233.53488,69280.300252,-69860.537272,-69282.032303,0
0,0,767.298508,701.480577,769.030559,-29.444864,29.444864,1.732051,769.030559,0,0
0,8667.182241,486.706277,564.648563,-4707.714095,-8736.464273,-5116.478086,5197.884474,-8171.81571,-5196.152423,0
3.464102,1046.158688,431.280651,514.41909,-259.807621,-1129.297127,-599.289579,691.088272,-602.753681,-692.820323,1
5.196152,122641.321532,363.73067,455.529362,-120878.093809,-122727.924072,-121137.901431,121240.092428,-122258.538303,-121243.55653,0
1.732051,5722.695868,228.630707,310.037095,-4965.789665,-5793.709951,-5114.746035,5196.152423,-5483.672857,-5196.152423,0
5.196152,5036.803748,779.422863,623.538291,-2682.946701,-4858.402515,-3621.718239,3460.637514,-4236.596275,-3464.101615,0
3.464102,10059.75109,639.126748,562.916512,-4555.293624,-9869.225502,-5365.893402,5194.420372,-9401.571783,-5196.152423,0
1.732051,29285.515054,270.199926,342.94606,-13584.474484,-29261.266343,-13859.870562,13856.406461,-28997.99462,-13856.406461,0
1.732051,2258.594253,838.312591,687.624171,-892.006166,-2092.317376,-1887.93538,1732.050808,-1409.889357,-1732.050808,0
1.732051,11098.981575,810.599778,774.226711,-4383.820594,-11053.948254,-5220.401134,5196.152423,-10271.061289,-5196.152423,0
3.464102,1738.979011,607.949833,625.270342,-256.34352,-1764.959773,-829.652337,866.025404,-1118.904822,-866.025404,0
0,0,84.87049,223.434554,86.60254,-145.492268,145.492268,3.464102,88.334591,0,0
0,5199.616524,79.674337,218.238402,-5114.746035,-5315.663928,-5074.908866,5199.616524,-5113.013984,-5196.152423,0
1.732051,4683.465384,419.156295,483.242175,-3043.213269,-4756.211518,-3380.963176,3465.833666,-4253.916783,-3464.101615,1
1.732051,122114.778086,1040.962535,923.18308,-120200.861944,-122035.103749,-121314.570613,121245.288581,-121065.155297,-121243.55653,0
1.732051,1042.694586,897.202318,829.652337,-140.296115,-1016.713824,-1060.015094,1039.230485,-138.564065,-1039.230485,0
1.732051,7801.156837,531.739598,566.380614,-6394.731582,-7818.477345,-6900.490417,6928.20323,-7259.024935,-6928.20323,0
5.196152,7984.754223,1326.750919,1163.938143,-2135.618646,-7806.35299,-3616.522086,3460.637514,-6633.754593,-3464.101615,1
0,124716.318399,1271.325293,1146.617635,-102649.991111,-124598.538944,-104026.971503,103924.780505,-123434.600801,-103923.048454,0
3.464102,7977.82602,623.538291,663.375459,-6302.932889,-8009.002934,-6881.437858,6926.471179,-7338.699272,-6928.20323,0
1.732051,869.489505,1082.531755,1034.034332,218.238402,-831.384388,-898.934369,866.025404,219.970453,-866.025404,0
3.464102,3474.49392,808.867727,819.260032,-921.45103,-3453.70931,-1737.24696,1730.318757,-2650.037736,-1732.050808,0
3.464102,20971.671178,1006.321519,976.876655,-11116.302083,-20933.56606,-12141.676161,12122.623602,-19946.2971,-12124.355653,0
3.464102,24435.772793,1579.630337,1449.726526,-10542.993266,-24245.247204,-12294.096632,12122.623602,-22837.089898,-12124.355653,0
1.732051,21834.23248,1208.971464,1176.062498,-10913.652138,-21827.304277,-12115.695399,12124.355653,-20611.40461,-12124.355653,1
0,162817.972064,864.293353,893.738217,-155018.547277,-162864.737436,-155829.147055,155888.036783,-161946.750508,-155884.572681,0
5.196152,7115.264717,1647.180318,1546.721371,-1815.189246,-7052.910888,-3505.670835,3462.369564,-5447.29979,-3464.101615,0
0,0,997.661265,1023.642027,999.393316,-50.229473,50.229473,3.464102,999.393316,0,0
0,3467.565717,1001.125367,1020.177926,-2461.244198,-3488.350326,-3438.120853,3467.565717,-2461.244198,-3464.101615,0
5.196152,9881.349857,2381.56986,2173.723763,-6278.684177,-9722.001183,-8807.478356,8658.521987,-7487.655641,-8660.254038,0
1.732051,9017.056504,1628.127759,1579.630337,-3566.292613,-8994.539844,-5203.080626,5197.884474,-7375.072339,-5196.152423,0
1.732051,8497.441262,216.506351,285.788383,-4977.914021,-8566.723294,-5111.281933,5197.884474,-8265.346454,-5196.152423,0
0,0,83.138439,142.028166,84.87049,-110.851252,110.851252,3.464102,86.60254,0,0
0,8663.718139,122.975607,121.243557,-8535.54638,-8582.311752,-8736.464273,8663.718139,-8533.814329,-8660.254038,0
0,1735.514909,1331.947071,1330.21502,-398.371686,-1770.155925,-1692.213639,1735.514909,-398.371686,-1732.050808,1
3.464102,36728.137374,2456.048045,2317.483981,-32183.236055,-36646.730987,-34708.566133,34639.284101,-34258.232923,-34641.016151,0
3.464102,3301.288839,1551.917524,1548.453422,-178.401233,-3292.628585,-1725.122604,1730.318757,-1733.782858,-1732.050808,0
0,8667.182241,1633.323912,1621.199556,-3561.09646,-8674.110444,-5178.831915,5197.884474,-7025.198075,-5196.152423,1
0,258087.694683,2083.657122,2021.303292,-136478.675433,-258072.106226,-138558.868453,138565.796656,-255990.181155,-138564.064606,0
1.732051,1562.309828,1150.081736,1205.507362,-407.03194,-1643.716216,-1472.243186,1558.845727,-405.299889,-1558.845727,1
1.732051,17320.508076,355.070416,27.712813,-16965.43766,-17296.259364,-17344.756787,17322.240126,-16963.705609,-17320.508076,0
3.464102,867.757455,1025.374078,1089.459958,159.348674,-968.216401,-763.834406,866.025404,161.080725,-866.025404,0
1.732051,13858.138511,905.862572,982.072808,-12950.543888,-13963.793611,-13749.01931,13858.138511,-12950.543888,-13856.406461,0
1.732051,6242.31111,749.978,843.508743,-4444.442372,-6323.717498,-5104.35373,5197.884474,-5481.940806,-5196.152423,0
3.464102,1738.979011,1728.586706,1697.409791,344.678111,-1685.285436,-1428.941916,1385.640646,1.732051,-1385.640646,0
3.464102,1912.184092,1111.976618,1153.545838,-98.726896,-1950.289209,-1163.938143,1210.703514,-788.083117,-1212.435565,0
0,8663.718139,620.074189,718.801085,-8038.447798,-8736.464273,-8582.311752,8661.986089,-8038.447798,-8660.254038,0
5.196152,4343.983425,1744.175163,1678.357233,13.856406,-4198.491158,-1856.758466,1730.318757,-2579.023652,-1732.050808,0
1.732051,4163.850141,1014.981773,1051.35484,-2447.387791,-4106.692465,-3510.866987,3465.833666,-3138.476063,-3464.101615,0
0,5199.616524,2061.140461,2132.154544,-3133.279911,-5263.702404,-5126.87039,5199.616524,-3133.279911,-5196.152423,0
1.732051,349.874263,2031.695597,2100.97763,1687.017487,-400.103737,-290.984536,348.142212,1688.749537,-346.410162,0
0,12127.819755,445.137058,573.308817,-11677.486545,-12254.259464,-11992.719792,12127.819755,-11675.754494,-12124.355653,0
0,3467.565717,299.64479,438.208854,-3162.724775,-3604.397731,-3322.073449,3465.833666,-3160.992724,-3464.101615,0
0,8663.718139,266.735824,407.03194,-8391.786163,-8684.502749,-8634.273276,8661.986089,-8390.054112,-8660.254038,0
0,6931.667332,223.434554,280.592231,-6703.036625,-7025.198075,-6829.476334,6929.935281,-6701.304574,-6928.20323,0
1.732051,2778.209495,1617.735454,1702.605944,-112.583302,-2859.615883,-1640.252115,1732.050808,-1150.081736,-1732.050808,0
0,0,1941.628955,1938.164854,1943.361006,6.928203,-6.928203,1.732051,1943.361006,0,0
1.732051,696.284425,2005.714835,1997.054581,1314.626563,-710.140831,-673.767764,692.820323,1316.358614,-692.820323,0
0,8667.182241,1487.831644,1525.936761,-3706.588728,-8684.502749,-5168.43961,5197.884474,-7170.690343,-5196.152423,0
1.732051,30851.288984,3057.069675,2947.950474,-9065.553927,-30710.992869,-12233.474854,12124.355653,-27769.970598,-12124.355653,0
1.732051,1042.694586,1486.099593,1529.400863,448.601159,-1072.13945,-1004.589468,1039.230485,450.33321,-1039.230485,0
1.732051,869.489505,405.299889,361.998619,-458.993464,-900.66642,-829.652337,866.025404,-455.529362,-866.025404,0
0,0,207.846097,270.199926,209.578148,-119.511506,119.511506,1.732051,211.310199,0,0
0,5199.616524,161.080725,244.219164,-5033.339647,-5227.329337,-5163.243457,5197.884474,-5031.607596,-5196.152423,0
0,0,576.772919,419.156295,578.50497,64.08588,-64.08588,1.732051,580.237021,0,0
3.464102,1912.184092,2166.79556,2147.743001,956.092046,-1844.63411,-1269.593242,1210.703514,266.735824,-1212.435565,0
0,8663.718139,2024.767394,2023.035343,-6633.754593,-8658.521987,-8660.254038,8663.718139,-6633.754593,-8660.254038,0
5.196152,7634.87996,1725.122604,1749.371316,-3469.297768,-7629.683807,-5180.563965,5194.420372,-5888.972746,-5196.152423,0
0,19059.487086,2857.883832,2781.673597,-12728.841385,-18950.367886,-15687.184164,15591.92137,-16192.943,-15588.457268,0
0,0,1723.390554,1754.567468,1725.122604,-46.765372,46.765372,3.464102,1725.122604,0,0
3.464102,28946.033096,1858.490517,1875.811025,-11996.183893,-28907.927978,-13863.334664,13856.406461,-27061.561817,-13856.406461,0
3.464102,12311.41714,3581.88107,3451.977259,-3344.590109,-12122.623602,-7096.212159,6928.20323,-8710.483511,-6928.20323,0
3.464102,1565.77393,1617.735454,1664.500826,753.442101,-1583.094438,-838.312591,866.025404,64.08588,-866.025404,0
3.464102,2258.594253,2218.757084,2220.489135,661.643408,-2248.201948,-1558.845727,1558.845727,-27.712813,-1558.845727,0
5.196152,8154.495202,2251.66605,2243.005796,-2942.754322,-8118.122135,-5211.74088,5194.420372,-5882.044543,-5196.152423,0
0,3467.565717,270.199926,299.64479,-3192.169638,-3514.331089,-3412.140091,3467.565717,-3190.437588,-3464.101615,0
5.196152,2781.673597,1735.514909,1771.887976,698.016475,-2814.582562,-990.733062,1035.766383,-1028.83818,-1039.230485,1
1.732051,39153.008505,1972.80587,1988.394327,-32666.478231,-39159.936708,-34620.231542,34641.016151,-37168.07828,-34641.016151,1
0,124712.854297,2655.233888,2615.396719,-118586.590591,-124681.677383,-121266.07319,121245.288581,-122050.692206,-121243.55653,0
0,10395.768947,2442.191639,2428.335232,-7948.381156,-10407.893303,-10374.984337,10394.036896,-7948.381156,-10392.304845,1
5.196152,53700.503238,4368.232137,4198.491158,-47593.29209,-53497.853293,-52153.781867,51959.792176,-49321.878796,-51961.524227,1
3.464102,173728.160101,1555.381625,1621.199556,-171649.699132,-173809.566489,-173118.478217,173206.812808,-172167.582323,-173205.080757,1
6.928203,113982.799544,1674.893131,1728.586706,-102248.155323,-114036.49312,-103848.570269,103919.584353,-112288.853855,-103923.048454,0
1.732051,25817.949338,1657.572623,1706.070045,-12197.101787,-25850.858303,-13807.909038,13858.138511,-24146.520308,-13856.406461,0
0,1735.514909,2137.350697,2149.475052,407.03194,-1749.371316,-1712.998249,1735.514909,407.03194,-1732.050808,0
1.732051,6242.31111,1784.012332,1820.385399,-3410.40804,-6287.344431,-5140.726797,5196.152423,-4447.906474,-5196.152423,1
1.732051,125582.343803,3325.537551,3237.202959,-117916.286928,-125500.937415,-121311.106511,121243.55653,-122244.681897,-121243.55653,0
5.196152,4690.393587,3311.681144,3244.131163,1581.362387,-4603.791047,-1797.868738,1728.586706,-1357.927833,-1732.050808,0
3.464102,9883.081908,1894.863583,1938.164854,-5031.607596,-9905.598568,-6890.098113,6926.471179,-7972.629867,-6928.20323,0
1.732051,5895.900949,4132.673227,4011.42967,-1061.747145,-5733.088173,-5348.572894,5197.884474,-1752.835417,-5196.152423,0
0,13863.334664,1839.437958,1891.399482,-8551.134837,-13894.511578,-10350.735626,10395.768947,-12015.236452,-10392.304845,0
0,0,2887.328696,2847.491528,2889.060747,72.746134,-72.746134,3.464102,2889.060747,0,0
0,3467.565717,2417.942927,2421.407029,-1044.426637,-3486.618276,-3439.852904,3465.833666,-1044.426637,-3464.101615,0
0,1735.514909,592.361376,443.405007,-1137.957381,-1687.017487,-1775.352078,1733.782858,-1136.22533,-1732.050808,0
1.732051,1215.899667,209.578148,275.396078,-1001.125367,-1314.626563,-1108.512517,1212.435565,-997.661265,-1212.435565,1
0,121245.288581,216.506351,275.396078,-121025.318128,-121340.551375,-121144.829634,121245.288581,-121023.586077,-121243.55653,0
0,5199.616524,202.649944,265.003774,-4991.770427,-5286.219065,-5104.35373,5197.884474,-4990.038377,-5196.152423,0
0,0,3050.141472,3017.232507,3051.873523,12.124356,-12.124356,1.732051,3051.873523,0,1
0,39842.364727,4938.076852,4792.584585,-29701.207248,-39722.853221,-34751.867403,34642.748202,-34897.359671,-34641.016151,0
0,0,2946.218424,2947.950474,2947.950474,-12.124356,12.124356,1.732051,2947.950474,0,0
0,15598.849573,2402.35447,2442.191639,-6256.167517,-15635.22264,-8608.292514,8661.986089,-13184.370747,-8660.254038,1
0,173208.544859,4496.403896,4406.337254,-134065.928658,-173149.655131,-138616.02613,138565.796656,-168706.94481,-138564.064606,0
0,12127.819755,2925.433814,2937.55817,-9197.189788,-12134.747958,-12112.231297,12126.087704,-9197.189788,-12124.355653,1
3.464102,94931.972712,2686.410803,2714.123615,-83914.397525,-94956.221423,-86554.042956,86600.808328,-92224.7773,-86602.540378,0
0,3467.565717,5076.640917,4964.057614,1614.271353,-3375.767024,-3550.704156,3465.833666,1614.271353,-3464.101615,1
1.732051,55091.340036,2989.519694,3010.304304,-31649.764407,-55103.464392,-34609.839237,34641.016151,-52086.231885,-34641.016151,0
0,3467.565717,2873.47229,2901.185103,-588.897275,-3521.259292,-3405.211888,3465.833666,-588.897275,-3464.101615,1
0,34642.748202,2970.467135,2994.715846,-31668.816966,-34696.441777,-34583.858475,34642.748202,-31668.816966,-34641.016151,0
6.928203,19599.886938,4243.524479,4203.68731,-2682.946701,-19544.461313,-6942.059637,6923.007078,-15319.989393,-6928.20323,0
13.856406,8168.351608,4854.938414,4780.460229,3471.029818,-8092.141373,-1420.281662,1373.51629,-3270.111925,-1385.640646,0
0,0,595.825478,431.280651,597.557529,29.444864,-29.444864,1.732051,599.289579,0,0
0,0,320.429399,330.821704,322.16145,-103.923048,103.923048,1.732051,323.893501,0,0
0,1735.514909,292.716586,313.501196,-1437.60217,-1825.581551,-1636.788013,1733.782858,-1435.870119,-1732.050808,0
1.732051,1042.694586,228.630707,284.056332,-808.867727,-1141.421482,-935.307436,1039.230485,-805.403626,-1039.230485,0
0,0,188.793538,266.735824,190.525589,-110.851252,110.851252,1.732051,192.25764,0,0
0,1735.514909,155.884573,240.755062,-1574.434184,-1856.758466,-1605.611099,1733.782858,-1572.702133,-1732.050808,0
0,0,133.367912,226.898656,135.099963,-119.511506,119.511506,1.732051,136.832014,0,0
1.732051,4163.850141,192.25764,232.094808,-3270.111925,-4231.400123,-3386.159329,3464.101615,-3959.468146,-3464.101615,1
0,114324.013554,1737.24696,1825.581551,-102184.069443,-114412.348145,-103820.857456,103924.780505,-112576.374289,-103923.048454,0
3.464102,8847.315525,3628.646442,3623.450289,-1565.77393,-8855.975779,-5166.707559,5194.420372,-5199.616524,-5196.152423,0
0,12127.819755,2029.963546,2100.97763,-10092.660056,-12214.422295,-12032.55696,12126.087704,-10092.660056,-12124.355653,0
1.732051,7631.415858,4059.927093,4020.089924,-1134.493279,-7595.042791,-5216.937032,5196.152423,-3557.632359,-5196.152423,0
3.464102,3994.109162,4974.449919,4898.239684,3244.131163,-3947.34379,-1763.227722,1730.318757,995.929214,-1732.050808,0
0,3467.565717,2142.546849,2208.36478,-1319.822715,-3517.79519,-3408.675989,3465.833666,-1319.822715,-3464.101615,0
0,32922.82175,327.357603,483.242175,-13527.316807,-33038.869154,-13719.574447,13858.138511,-32579.87569,-13856.406461,0
0,5203.080626,464.189616,611.413935,-2998.179948,-5303.539573,-3353.250363,3465.833666,-4730.230755,-3464.101615,0
1.732051,1042.694586,330.821704,483.242175,-706.676729,-1170.866346,-905.862572,1039.230485,-704.944679,-1039.230485,0
0,13863.334664,374.122974,521.347293,-8284.399013,-13975.917966,-8537.278431,8661.986089,-13480.551435,-8660.254038,0
1.732051,13523.852705,476.313972,607.949833,-4718.1064,-13575.81423,-5123.406289,5196.152423,-13030.218225,-5196.152423,0
3.464102,16984.490219,360.266568,500.562683,-15226.458649,-17064.164556,-15493.194474,15586.725217,-16608.635194,-15588.457268,0
1.732051,6588.721272,311.769145,450.33321,-4882.651227,-6682.252016,-5092.229374,5196.152423,-6266.559822,-5196.152423,0
1.732051,16291.669896,349.874263,479.778074,-10040.698531,-16371.344233,-10297.042051,10392.304845,-15927.939226,-10392.304845,0
0,0,181.865335,323.893501,183.597386,-105.655099,105.655099,1.732051,183.597386,0,0
1.732051,4337.055222,148.956369,273.664028,-3313.413195,-4418.46161,-3372.302922,3464.101615,-4177.706548,-3464.101615,0
3.464102,19239.62037,427.816549,379.319127,-13426.85786,-19203.247304,-13871.994918,13854.67441,-18792.751262,-13856.406461,0
3.464102,5899.365051,226.898656,285.788383,-3235.470909,-5937.470168,-3410.40804,3462.369564,-5656.877938,-3464.101615,0
0,0,90.066642,199.185843,91.798693,-74.478185,74.478185,1.732051,93.530744,0,0
1.732051,523.079344,50.229473,185.329436,-467.653718,-576.772919,-460.725515,519.615242,-464.189616,-519.615242,0
0,3467.565717,31.176915,176.669182,-3431.19265,-3578.416968,-3348.054211,3465.833666,-3429.460599,-3464.101615,0
5.196152,3474.49392,240.755062,282.324282,-1143.153533,-3493.546479,-1350.99963,1382.176544,-3216.41835,-1385.640646,0
3.464102,7285.005697,602.753681,439.940905,-4591.666691,-7167.226242,-5298.34342,5194.420372,-6666.663558,-5196.152423,0
1.732051,1215.899667,263.271723,299.64479,-947.431792,-1273.057344,-1150.081736,1212.435565,-945.699741,-1212.435565,0
8.660254,22894.247574,287.520434,301.376841,-10103.052361,-22818.037339,-10421.749709,10385.376642,-22565.157921,-10392.304845,0
1.732051,23746.416572,597.557529,433.012702,-14989.167689,-23555.890983,-15753.002095,15590.189319,-23128.074433,-15588.457268,0
8.660254,9373.858971,410.496041,372.390924,-3051.873523,-9299.380786,-3507.402885,3458.905463,-8932.186015,-3464.101615,0
0,3467.565717,228.630707,285.788383,-3233.738858,-3580.149019,-3346.32216,3467.565717,-3233.738858,-3464.101615,0
