@relation 'solar-flare_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute '0.317largest_spot_size=K+0.309spot_distribution=C-0.286M-class_flares_production_by_this_region=0+0.27 Historically-complex+0.259Area...' numeric
@attribute 0.415spot_distribution=X+0.415class=H-0.372largest_spot_size=X-0.372class=B+0.284Area_of_the_largest_spot... numeric
@attribute -0.379spot_distribution=I-0.344largest_spot_size=A+0.253C-class_flares_production_by_this_region=1-0.249class=C+0.242class=B... numeric
@attribute 0.448Evolution=3-0.391class=C-0.356spot_distribution=O-0.334Evolution=2-0.258Evolution=1... numeric
@attribute 0.454C-class_flares_production_by_this_region=0-0.452C-class_flares_production_by_this_region=2-0.417M-class_flares_production_by_this_region=4+0.338Previous_24_hour_flare_activity_code-0.27C-class_flares_production_by_this_region=1... numeric
@attribute -0.54M-class_flares_production_by_this_region=1+0.484M-class_flares_production_by_this_region=0+0.403class=D-0.204class=F+0.199Area... numeric
@attribute 0.475Evolution=2-0.33Evolution=3-0.298Evolution=1+0.274largest_spot_size=A+0.263spot_distribution=I... numeric
@attribute -0.496C-class_flares_production_by_this_region=1+0.434M-class_flares_production_by_this_region=4+0.409C-class_flares_production_by_this_region=2-0.387largest_spot_size=H+0.261C-class_flares_production_by_this_region=0... numeric
@attribute '0.591largest_spot_size=R-0.41largest_spot_size=S+0.34 class=C-0.276class=D+0.237largest_spot_size=H...' numeric
@attribute -0.397largest_spot_size=R+0.354largest_spot_size=H-0.349M-class_flares_production_by_this_region=1-0.33largest_spot_size=A-0.288class=D... numeric
@attribute '-0.7class=E+0.474class=F-0.209largest_spot_size=A+0.19 class=D-0.188M-class_flares_production_by_this_region=2...' numeric
@attribute '0.527class=F-0.389class=D-0.37largest_spot_size=H+0.28 largest_spot_size=K+0.219class=E...' numeric
@attribute -0.515Evolution=1-0.399Activity+0.304Evolution=2-0.301Previous_24_hour_flare_activity_code+0.296M-class_flares_production_by_this_region=2... numeric
@attribute -0.469Evolution=1-0.425spot_distribution=I+0.306spot_distribution=O+0.296largest_spot_size=H+0.264largest_spot_size=A... numeric
@attribute '0.496M-class_flares_production_by_this_region=2-0.38largest_spot_size=K+0.336class=F+0.25 Area-0.235M-class_flares_production_by_this_region=1...' numeric
@attribute 0.409M-class_flares_production_by_this_region=2+0.381Evolution=1+0.366largest_spot_size=H-0.326largest_spot_size=S-0.321Activity... numeric
@attribute -0.438class=C+0.367class=F+0.365class=E-0.287largest_spot_size=A+0.274largest_spot_size=H... numeric
@attribute '-0.671Did_region_become_historically_complex+0.33 largest_spot_size=H+0.203class=E+0.202Evolution=1-0.191spot_distribution=X...' numeric
@attribute '0.46 Area+0.448Did_region_become_historically_complex-0.37Previous_24_hour_flare_activity_code-0.239Area_of_the_largest_spot-0.232M-class_flares_production_by_this_region=2...' numeric
@attribute 0.609Area_of_the_largest_spot-0.566Historically-complex+0.209Area-0.191M-class_flares_production_by_this_region=2-0.177Activity... numeric
@attribute X-class_flares_production_by_this_region {0,1}

@data
-0.782466,0.706609,-1.101062,-3.332719,-0.42176,-0.499861,-2.538155,0.221737,-0.879411,1.420856,-0.310288,0.441523,-1.714982,-1.079786,-0.202323,1.220593,-0.741827,0.80135,-0.438748,0.159475,0
1.183726,-0.075667,-2.112208,0.520754,0.217618,0.261957,-0.833624,0.011046,0.854188,1.753892,0.669063,1.28742,1.041793,-0.277786,-1.074407,-0.590835,-1.424842,-0.237776,-0.87381,-0.115903,0
2.058072,-0.10573,-1.269313,1.687026,1.001338,0.757839,-0.527999,0.883664,-0.32488,-0.419356,-3.015378,1.218254,-0.644549,1.137976,-1.440729,0.711004,-0.039698,0.843823,0.836464,-0.379882,0
-1.39529,2.983329,1.336615,0.278858,0.468616,0.439044,0.60273,-0.014332,1.804544,-1.292035,0.442018,0.527105,0.299501,-0.740516,-0.595837,0.719713,0.564714,-1.312938,0.766185,0.207294,0
-1.627828,4.285384,2.075686,0.926284,-0.191117,-0.573213,0.504849,0.214712,-0.462531,-0.257324,-0.239564,-0.086721,0.566239,0.033373,0.972088,-0.969952,-0.5996,2.100631,-1.104763,0.227138,0
-1.39529,2.983329,1.336615,0.278858,0.468616,0.439044,0.60273,-0.014332,1.804544,-1.292035,0.442018,0.527105,0.299501,-0.740516,-0.595837,0.719713,0.564714,-1.312938,0.766185,0.207294,0
-0.56588,3.109414,1.675332,-0.159786,0.793966,-0.574874,0.88801,0.085422,-0.48258,0.71901,-0.418323,-0.704677,-0.482155,0.03731,0.286863,-0.811543,0.386191,-1.095927,1.387519,-0.021726,0
-1.920631,-2.445533,0.675273,0.953765,0.023829,-0.333716,-0.50829,0.265796,-0.170634,0.253303,-0.115689,0.25592,-0.226712,0.847006,-0.287546,0.063161,0.301792,-0.319988,-0.533524,1.039209,0
0.113422,1.207567,-1.562248,-1.769122,0.370441,-0.218669,0.634971,0.126582,-0.309743,1.515208,0.168136,0.246015,1.56477,-0.58248,0.434166,-0.619523,-1.336585,-0.081642,0.197808,0.02027,0
-0.905996,3.251768,0.558092,-0.635684,-0.215434,-0.757774,-1.64708,0.208693,-1.540573,1.553217,0.028258,0.082192,-2.406773,-2.016863,-0.752503,1.958753,-0.3585,-0.233785,0.085351,-0.071835,1
5.122098,-0.704422,0.687906,0.655472,1.398083,-1.752887,-1.911112,0.500903,-0.478913,-1.931874,1.625439,-1.454094,0.128319,0.388918,-2.969413,-0.646762,-0.471466,0.162064,-1.250678,0.460065,0
2.327888,0.495416,-1.426879,-0.760205,2.255373,0.990317,2.905926,0.56508,-0.18544,-0.230278,0.232884,-1.725111,-1.97342,-0.132804,0.847941,-0.851378,-0.089276,-0.778913,-1.122402,0.137049,0
-1.260462,3.20632,1.33799,0.073035,0.134605,-0.345236,0.501668,0.156347,-0.910693,0.402175,-0.187928,-0.207082,0.668129,-0.093214,-0.071248,0.113932,0.156304,-0.900372,0.896492,0.487558,0
-2.402942,-2.417557,1.716488,-0.611582,0.734536,-0.088506,1.336195,0.892486,-0.27685,-0.084638,0.036884,0.065447,0.578735,-0.148002,-0.15661,0.509433,-0.164517,0.369255,0.098586,-0.017621,0
2.267695,-0.813725,-0.798713,-0.71588,1.602205,-4.526371,-0.635841,-0.949679,1.08222,-0.224861,0.634897,-2.682,-0.380972,-0.727047,1.121148,-2.522874,-1.034908,-0.37245,0.818518,-0.547723,0
0.387394,0.13288,-0.537907,-3.191315,-0.579659,-4.13491,-3.025014,-0.679964,-0.659802,-1.154163,-0.20159,-0.922199,-0.804204,-1.461451,-0.548679,1.425492,-0.996086,1.213002,0.46821,1.470309,0
1.7224,2.660217,1.91798,-0.157357,2.437967,-0.210339,1.408233,0.96673,0.640382,1.297024,0.472531,0.051859,-1.495603,0.372319,-1.297947,-0.82568,0.3083,-1.654469,-1.331649,-0.56927,0
1.704491,-0.224205,-1.739951,1.448367,0.014251,1.362907,-0.363214,0.225375,-0.563864,0.731215,1.119175,0.21397,0.701768,-1.086178,-1.405119,-0.563726,0.052565,-0.039204,-1.041118,-0.090408,0
-0.920241,2.055613,-0.335348,2.409996,-0.144349,0.072009,0.043639,-0.22525,-0.147359,-0.60478,-0.462011,0.014308,-1.104254,1.139462,-0.062113,1.060339,-0.61474,-1.347878,0.430937,0.327636,0
-1.476372,0.333581,-0.795936,-2.862286,-0.176681,0.320939,-2.553679,-0.269096,2.227702,-0.645372,0.048844,0.839108,-1.868637,-1.862535,-0.273433,1.589303,-0.032722,0.538411,-0.099878,1.051073,0
-1.234012,-0.249374,-1.081635,-0.840564,-0.300476,0.494072,-1.917349,-0.470294,2.632222,-1.128148,0.209063,0.801518,0.245897,0.598799,0.010027,-0.468165,0.34182,-0.592257,0.165082,0.080871,0
-2.365194,-3.105102,0.957392,0.966032,0.17177,-0.291391,-0.292809,0.423481,-0.110334,0.21161,0.142474,-0.019471,-0.16666,0.254236,-0.100927,0.059715,-0.004084,0.0548,0.021582,-0.375355,0
-0.991365,-3.731042,2.561442,0.469927,-2.213766,0.208174,0.589036,-2.135792,-0.217791,0.297459,-0.620823,1.063491,-0.573729,-0.226645,0.540677,-0.170403,-0.367483,-0.675527,-0.419028,-0.616601,0
0.36892,2.073122,0.481529,2.0983,0.070714,0.098869,-0.850341,0.360964,-0.138639,1.012878,0.583813,1.170925,-0.069822,0.346927,-2.033299,0.379691,-0.232647,-1.206132,-0.644303,-0.820476,0
1.183726,-0.075667,-2.112208,0.520754,0.217618,0.261957,-0.833624,0.011046,0.854188,1.753892,0.669063,1.28742,1.041793,-0.277786,-1.074407,-0.590835,-1.424842,-0.237776,-0.87381,-0.115903,0
-1.260462,3.20632,1.33799,0.073035,0.134605,-0.345236,0.501668,0.156347,-0.910693,0.402175,-0.187928,-0.207082,0.668129,-0.093214,-0.071248,0.113932,0.156304,-0.900372,0.896492,0.487558,0
-2.365194,-3.105102,0.957392,0.966032,0.17177,-0.291391,-0.292809,0.423481,-0.110334,0.21161,0.142474,-0.019471,-0.16666,0.254236,-0.100927,0.059715,-0.004084,0.0548,0.021582,-0.375355,0
0.848492,0.046546,-1.338862,-0.399118,1.857242,-0.112847,-0.379988,-0.696496,3.909424,0.325623,0.627168,-0.645302,-1.505457,-0.535361,1.209775,-2.355619,0.234331,-1.421829,-0.304676,0.447605,0
-0.698645,2.979786,1.676629,-0.166364,1.613742,0.156589,0.845958,0.193354,2.321968,-1.028474,0.666723,-0.179284,-0.721392,-0.443411,-0.162912,-0.009901,1.036208,-1.880175,-0.489191,0.61005,0
-2.365194,-3.105102,0.957392,0.966032,0.17177,-0.291391,-0.292809,0.423481,-0.110334,0.21161,0.142474,-0.019471,-0.16666,0.254236,-0.100927,0.059715,-0.004084,0.0548,0.021582,-0.375355,0
-0.713247,-0.397913,-0.709378,0.087049,-0.503843,1.595023,-1.446939,-0.255965,1.21417,-2.150825,0.659176,-0.271933,-0.094128,-0.209594,-0.320685,-0.441056,1.819227,-0.393685,-0.002227,0.106366,0
0.331172,2.760667,1.240624,0.520686,0.633479,0.301754,0.778664,0.82997,-0.305156,0.71663,0.478222,1.255843,0.675573,-0.055311,-2.088983,0.829409,-0.393079,-0.891677,-0.567299,-0.462742,0
1.666743,0.463339,-0.980856,-0.129247,0.577016,1.565792,1.265791,0.69438,-0.73038,0.434967,1.013585,0.298888,1.447163,-1.488416,-1.460802,-0.114009,-0.107867,0.275251,-0.964114,0.267326,0
-0.920831,2.145575,0.39005,2.035145,-0.365201,-0.158297,0.102601,-2.445292,1.443345,2.187155,0.782444,-1.989148,0.058828,2.096872,-1.408091,2.3853,1.628082,0.601918,0.641278,-0.074604,0
-1.673918,-2.708732,0.02281,2.085521,0.525001,-0.386217,0.614983,0.060519,0.221332,1.084987,0.56627,-0.262307,0.253163,-1.307553,0.307786,-0.17265,-0.812952,-0.011979,0.316175,0.097908,0
-2.365194,-3.105102,0.957392,0.966032,0.17177,-0.291391,-0.292809,0.423481,-0.110334,0.21161,0.142474,-0.019471,-0.16666,0.254236,-0.100927,0.059715,-0.004084,0.0548,0.021582,-0.375355,0
-1.673918,-2.708732,0.02281,2.085521,0.525001,-0.386217,0.614983,0.060519,0.221332,1.084987,0.56627,-0.262307,0.253163,-1.307553,0.307786,-0.17265,-0.812952,-0.011979,0.316175,0.097908,0
1.317416,-0.433214,1.991109,-2.21949,-1.667252,2.067834,1.450252,-2.417157,1.368309,-2.04439,-0.440109,0.398353,-0.906085,-0.962188,0.623346,-1.146932,1.525281,-1.005112,0.125193,-0.28643,0
-0.361163,2.205649,-0.641849,2.145385,-0.055418,0.035488,0.160225,0.094904,-0.539236,-0.232762,-0.191197,0.35091,-1.319228,1.274909,-0.515592,1.297411,-0.915435,-1.497505,-0.038241,-0.844225,0
0.454702,0.215507,-0.418531,-2.176349,0.427153,0.559667,-0.112412,0.843013,0.356006,0.584268,0.139676,1.615174,1.367365,0.881766,-1.538803,0.091248,-0.776406,0.143458,-1.091399,-0.231431,0
-1.260462,3.20632,1.33799,0.073035,0.134605,-0.345236,0.501668,0.156347,-0.910693,0.402175,-0.187928,-0.207082,0.668129,-0.093214,-0.071248,0.113932,0.156304,-0.900372,0.896492,0.487558,0
-2.402942,-2.417557,1.716488,-0.611582,0.734536,-0.088506,1.336195,0.892486,-0.27685,-0.084638,0.036884,0.065447,0.578735,-0.148002,-0.15661,0.509433,-0.164517,0.369255,0.098586,-0.017621,0
-1.029113,-3.043497,3.320538,-1.107686,-1.651,0.411059,2.218041,-1.666786,-0.384307,0.001211,-0.726414,1.148409,0.171666,-0.628882,0.484994,0.279314,-0.527916,-0.361071,-0.342024,-0.258867,0
-1.678575,-0.908943,-0.799515,-0.828297,-0.152535,0.536397,-1.701868,-0.312609,2.692522,-1.169841,0.467226,0.526126,0.305949,0.006029,0.196646,-0.47161,0.035944,-0.217469,0.720187,-1.333693,0
-1.673918,-2.708732,0.02281,2.085521,0.525001,-0.386217,0.614983,0.060519,0.221332,1.084987,0.56627,-0.262307,0.253163,-1.307553,0.307786,-0.17265,-0.812952,-0.011979,0.316175,0.097908,0
-0.237633,-0.33951,-2.301004,-0.55165,-0.261744,0.293401,-0.730851,0.107947,0.121926,-0.365124,-0.529743,0.710241,-0.627437,2.211986,0.034588,0.55925,-1.298762,-0.462369,-0.562341,-0.612915,0
1.145978,0.611877,-1.353113,-1.05686,0.780383,0.464842,0.79538,0.480051,0.687672,1.457644,0.563472,1.372338,1.787188,-0.680024,-1.13009,-0.141117,-1.585274,0.076679,-0.796806,0.241831,0
-1.260462,3.20632,1.33799,0.073035,0.134605,-0.345236,0.501668,0.156347,-0.910693,0.402175,-0.187928,-0.207082,0.668129,-0.093214,-0.071248,0.113932,0.156304,-0.900372,0.896492,0.487558,0
-0.331706,-0.438121,-1.360465,1.012983,-0.336682,0.758243,-0.424728,-0.290563,-1.109101,0.375068,0.711189,-1.524347,0.754376,-1.716851,0.799236,-1.282648,0.296073,0.32689,0.977779,-0.554671,0
-2.402942,-2.417557,1.716488,-0.611582,0.734536,-0.088506,1.336195,0.892486,-0.27685,-0.084638,0.036884,0.065447,0.578735,-0.148002,-0.15661,0.509433,-0.164517,0.369255,0.098586,-0.017621,0
-1.70836,-2.514464,2.05383,-0.844403,1.393897,-0.318145,1.722537,0.821561,0.151263,0.232197,-0.193512,-0.432147,-0.571549,-0.017477,0.2015,-0.416042,0.06537,0.1737,0.589612,-0.526905,0
-1.627828,4.285384,2.075686,0.926284,-0.191117,-0.573213,0.504849,0.214712,-0.462531,-0.257324,-0.239564,-0.086721,0.566239,0.033373,0.972088,-0.969952,-0.5996,2.100631,-1.104763,0.227138,0
-0.920241,2.055613,-0.335348,2.409996,-0.144349,0.072009,0.043639,-0.22525,-0.147359,-0.60478,-0.462011,0.014308,-1.104254,1.139462,-0.062113,1.060339,-0.61474,-1.347878,0.430937,0.327636,0
4.546417,-0.655177,-1.430325,0.095034,-9.760492,-3.322538,1.540587,7.547568,4.526346,2.992343,1.596382,-0.507342,1.000295,-0.591832,0.042533,0.312455,0.311345,-1.606487,-1.185005,1.155623,0
-1.920631,-2.445533,0.675273,0.953765,0.023829,-0.333716,-0.50829,0.265796,-0.170634,0.253303,-0.115689,0.25592,-0.226712,0.847006,-0.287546,0.063161,0.301792,-0.319988,-0.533524,1.039209,0
-1.59008,3.597839,1.31659,2.503898,-0.753883,-0.776098,-1.124155,-0.254294,-0.296015,0.038924,-0.133973,-0.171639,-0.179156,0.435611,1.027771,-1.41967,-0.439168,1.786176,-1.181767,-0.130596,0
0.629754,-0.450076,-0.823606,-1.169593,-0.703454,-3.961777,-2.388684,-0.881162,-0.255282,-1.636939,-0.041371,-0.959789,1.310329,0.999882,-0.26522,-0.631975,-0.621544,0.082333,0.73317,0.500107,0
-0.105435,-0.093176,-2.929085,0.832449,0.002555,0.235096,0.060356,-0.575168,0.845468,0.136234,-0.376761,0.130803,0.00736,0.51475,0.896779,0.089813,-1.806935,-0.379521,0.20143,1.032209,0
-1.59008,3.597839,1.31659,2.503898,-0.753883,-0.776098,-1.124155,-0.254294,-0.296015,0.038924,-0.133973,-0.171639,-0.179156,0.435611,1.027771,-1.41967,-0.439168,1.786176,-1.181767,-0.130596,0
0.79541,-0.800861,0.896047,-0.614878,-3.22339,1.310308,-0.666156,-2.644558,-1.608524,-0.370767,-0.734068,0.076842,-0.132568,-0.043172,0.845508,-1.276956,1.047418,-0.711446,-0.312529,0.145384,0
0.118792,0.807654,-0.287652,-3.333832,1.162337,-0.406298,-0.029593,0.69723,-0.123984,0.905392,-0.030955,-0.217538,0.124054,1.276415,0.458378,-1.116772,-0.056224,-0.5821,-1.352161,-0.050238,0
-2.402942,-2.417557,1.716488,-0.611582,0.734536,-0.088506,1.336195,0.892486,-0.27685,-0.084638,0.036884,0.065447,0.578735,-0.148002,-0.15661,0.509433,-0.164517,0.369255,0.098586,-0.017621,0
-1.627828,4.285384,2.075686,0.926284,-0.191117,-0.573213,0.504849,0.214712,-0.462531,-0.257324,-0.239564,-0.086721,0.566239,0.033373,0.972088,-0.969952,-0.5996,2.100631,-1.104763,0.227138,0
-1.099184,-0.026383,-1.08026,-1.046387,-0.634487,-0.290207,-2.018412,-0.299615,-0.083015,0.566061,-0.420883,0.067331,0.614525,1.246101,0.534616,-1.073946,-0.06659,-0.179691,0.295389,0.361134,0
-1.099184,-0.026383,-1.08026,-1.046387,-0.634487,-0.290207,-2.018412,-0.299615,-0.083015,0.566061,-0.420883,0.067331,0.614525,1.246101,0.534616,-1.073946,-0.06659,-0.179691,0.295389,0.361134,0
0.233081,2.849443,1.071583,3.354747,-5.009405,-0.418407,1.520081,1.808624,1.589499,-0.778414,-0.863193,0.328992,-2.706396,1.531108,1.522687,-0.201648,-1.508243,2.495113,-0.314697,-0.629288,0
-0.539143,-3.244992,3.184483,-1.784616,-1.430609,-0.194598,0.339048,-2.00552,-0.194198,1.097069,-1.011438,0.603486,-3.838546,-2.557453,0.615329,0.96159,-0.512139,0.259586,-0.192962,-0.155683,0
-1.762656,4.062393,2.07431,1.132107,0.142894,0.211066,0.605911,0.044032,2.252705,-1.951534,0.390382,0.647466,0.19761,-0.613929,0.447499,-0.364171,-0.19119,1.688065,-1.23507,-0.053126,0
1.845666,0.290598,-0.03367,-3.244638,0.607604,-4.025051,-0.256751,-0.162929,-0.385563,-1.244335,-0.106544,-1.035863,0.690467,0.863615,-0.416271,-0.87066,-0.852785,0.051606,0.832022,-0.823305,0
-1.59008,3.597839,1.31659,2.503898,-0.753883,-0.776098,-1.124155,-0.254294,-0.296015,0.038924,-0.133973,-0.171639,-0.179156,0.435611,1.027771,-1.41967,-0.439168,1.786176,-1.181767,-0.130596,0
0.130766,3.10587,2.015346,-0.605008,1.939092,-0.857329,1.131238,0.293108,0.034844,0.98257,-0.193618,-1.411066,-1.503048,0.334416,0.719788,-1.541157,0.857684,-1.663164,0.132142,0.38103,0
-1.136932,0.661161,-0.321164,-2.624,-0.071722,-0.087322,-0.389407,0.169391,-0.249531,0.269813,-0.526473,0.152249,1.35992,0.843863,0.478932,-0.624229,-0.227023,0.134764,0.372393,0.718869,0
-0.105435,-0.093176,-2.929085,0.832449,0.002555,0.235096,0.060356,-0.575168,0.845468,0.136234,-0.376761,0.130803,0.00736,0.51475,0.896779,0.089813,-1.806935,-0.379521,0.20143,1.032209,0
2.620278,-0.208834,-0.606403,1.991716,1.12027,-1.87498,-2.561641,0.556752,0.159537,0.534227,-4.146108,-1.097609,3.623202,-1.914033,4.015671,2.456397,1.820943,-0.572489,-0.69359,-0.851966,0
-2.402942,-2.417557,1.716488,-0.611582,0.734536,-0.088506,1.336195,0.892486,-0.27685,-0.084638,0.036884,0.065447,0.578735,-0.148002,-0.15661,0.509433,-0.164517,0.369255,0.098586,-0.017621,0
0.757662,-0.113317,1.655143,-2.192491,-2.660624,1.513193,0.962848,-2.175553,-1.77504,-0.667015,-0.839659,0.161761,0.612827,-0.44541,0.789824,-0.827239,0.886985,-0.396991,-0.235526,0.503118,0
-0.782466,0.706609,-1.101062,-3.332719,-0.42176,-0.499861,-2.538155,0.221737,-0.879411,1.420856,-0.310288,0.441523,-1.714982,-1.079786,-0.202323,1.220593,-0.741827,0.80135,-0.438748,0.159475,0
-1.136932,0.661161,-0.321164,-2.624,-0.071722,-0.087322,-0.389407,0.169391,-0.249531,0.269813,-0.526473,0.152249,1.35992,0.843863,0.478932,-0.624229,-0.227023,0.134764,0.372393,0.718869,0
-1.465074,3.101732,0.864594,-0.371074,-0.304365,-0.721253,-1.763666,-0.111461,-1.148696,1.181199,-0.242555,-0.25441,-2.1918,-2.15231,-0.299024,1.721682,-0.057805,-0.084159,0.554529,1.100026,0
-1.136932,0.661161,-0.321164,-2.624,-0.071722,-0.087322,-0.389407,0.169391,-0.249531,0.269813,-0.526473,0.152249,1.35992,0.843863,0.478932,-0.624229,-0.227023,0.134764,0.372393,0.718869,0
0.248927,0.960624,-0.918405,-1.737332,0.94087,-0.411786,0.904727,-0.264497,0.510247,1.460024,-0.333073,-0.588182,0.62946,-0.587402,1.245755,-1.782069,-0.806004,-0.12757,1.158011,0.682848,0
3.305602,0.083149,0.426474,-2.386717,-10.164267,-2.607388,2.5718,8.240395,1.612698,0.857605,1.121772,-2.37936,0.763424,-0.143129,0.811681,0.543241,2.685877,-1.185002,-0.575289,0.844028,0
0.79541,-0.800861,0.896047,-0.614878,-3.22339,1.310308,-0.666156,-2.644558,-1.608524,-0.370767,-0.734068,0.076842,-0.132568,-0.043172,0.845508,-1.276956,1.047418,-0.711446,-0.312529,0.145384,0
-1.920631,-2.445533,0.675273,0.953765,0.023829,-0.333716,-0.50829,0.265796,-0.170634,0.253303,-0.115689,0.25592,-0.226712,0.847006,-0.287546,0.063161,0.301792,-0.319988,-0.533524,1.039209,0
-0.796711,-0.489546,-1.994503,-0.28704,-0.350676,0.329922,-0.847437,-0.212206,0.513803,-0.737142,-0.800557,0.373639,-0.412463,2.076539,0.488067,0.322179,-0.998067,-0.312742,-0.093163,0.558947,0
-1.099184,-0.026383,-1.08026,-1.046387,-0.634487,-0.290207,-2.018412,-0.299615,-0.083015,0.566061,-0.420883,0.067331,0.614525,1.246101,0.534616,-1.073946,-0.06659,-0.179691,0.295389,0.361134,0
-0.542736,0.146996,-2.016217,0.278925,0.052755,0.399247,-1.009557,-0.833256,2.963887,-0.254772,0.632859,0.558682,0.66572,-0.962991,0.418739,-0.70053,-0.467048,-0.659037,0.459674,0.554133,0
-0.702656,-1.611495,1.46788,-1.333681,1.820652,-0.449807,1.480528,1.262641,-0.211603,0.592633,0.274239,-0.028948,-0.717184,0.87732,-0.363783,0.020335,0.312158,-0.722396,-2.181073,0.627837,0
0.839057,-2.772009,1.682082,1.344329,-1.349115,-0.158615,1.667689,-2.727364,0.481687,1.529362,-0.685586,0.598451,-1.364241,-1.065139,1.120881,-1.324798,-0.640589,-1.312649,-0.188515,0.761942,0
-0.314285,0.139422,-0.137752,-1.311891,-0.212129,1.403452,1.31094,-1.748913,0.519939,0.735868,0.78842,-2.618348,1.155989,1.823319,-1.244307,2.123965,2.56173,2.150081,0.026874,0.539936,0
-1.465074,3.101732,0.864594,-0.371074,-0.304365,-0.721253,-1.763666,-0.111461,-1.148696,1.181199,-0.242555,-0.25441,-2.1918,-2.15231,-0.299024,1.721682,-0.057805,-0.084159,0.554529,1.100026,0
-1.39529,2.983329,1.336615,0.278858,0.468616,0.439044,0.60273,-0.014332,1.804544,-1.292035,0.442018,0.527105,0.299501,-0.740516,-0.595837,0.719713,0.564714,-1.312938,0.766185,0.207294,0
-0.957989,2.743157,0.423747,0.832382,0.418416,0.274893,1.672643,0.243756,-0.313875,-0.901028,-0.567602,0.099226,-0.358859,0.737224,-0.117797,1.510057,-0.775173,-1.033423,0.507941,0.68537,0
-0.580484,0.83454,-1.257122,-1.298689,0.61552,0.602131,0.619447,-0.364251,2.797371,-0.55102,0.527268,0.6436,1.411115,-1.365229,0.363056,-0.250813,-0.627481,-0.344581,0.536678,0.911867,0
-0.78179,0.236675,-0.458594,-3.095107,0.48268,0.091301,-2.167337,-0.340022,2.655815,-0.328538,-0.181551,0.341513,-3.01892,-1.73201,0.084678,0.663828,0.197164,0.342855,0.391148,0.541789,0
1.827966,-1.396551,1.105183,0.097384,-2.813447,1.993819,-0.505747,-2.291089,-0.61111,-0.428331,-0.338732,1.203165,0.08985,-0.140716,-0.718748,-0.798551,0.798729,-0.553124,-1.307143,0.366945,0
-0.750995,0.289632,0.049717,-1.490565,0.058923,1.797907,0.182065,0.213041,1.047654,-2.447073,0.553585,-0.187014,0.651267,-0.611832,-0.376369,0.008661,1.658794,-0.07923,0.074777,0.4641,0
-1.260462,3.20632,1.33799,0.073035,0.134605,-0.345236,0.501668,0.156347,-0.910693,0.402175,-0.187928,-0.207082,0.668129,-0.093214,-0.071248,0.113932,0.156304,-0.900372,0.896492,0.487558,0
-2.402942,-2.417557,1.716488,-0.611582,0.734536,-0.088506,1.336195,0.892486,-0.27685,-0.084638,0.036884,0.065447,0.578735,-0.148002,-0.15661,0.509433,-0.164517,0.369255,0.098586,-0.017621,0
-1.229355,-2.049163,-0.25931,2.073254,0.37706,-0.428542,0.399502,-0.097166,0.161032,1.126679,0.308107,0.013084,0.193111,-0.714783,0.121166,-0.169205,-0.507076,-0.386767,-0.238931,1.512471,0
-2.365194,-3.105102,0.957392,0.966032,0.17177,-0.291391,-0.292809,0.423481,-0.110334,0.21161,0.142474,-0.019471,-0.16666,0.254236,-0.100927,0.059715,-0.004084,0.0548,0.021582,-0.375355,0
2.003583,-1.076015,0.780444,-1.665697,-3.08899,-3.462212,-1.506838,-3.440435,-0.36274,-1.551091,-0.804669,0.123173,0.903261,0.519001,0.376384,-0.862094,-0.984943,-0.647993,0.29256,0.25886,0
0.41533,-0.241715,-2.556828,1.760062,-0.200812,1.336047,0.530766,-0.360839,-0.572584,-0.886442,0.073352,-0.942647,-0.332664,-0.293643,0.566067,0.116922,-0.329528,-0.180949,0.034121,1.057705,0
-0.191693,-2.869225,0.931927,0.830558,-0.045138,-4.005286,-0.878562,-0.315751,-0.342901,-1.949698,0.263823,-0.771199,0.469092,0.600787,-1.087381,0.505132,-0.253162,-0.057963,-0.095742,1.178181,0
-1.958379,-1.757988,1.434368,-0.623849,0.586594,-0.130831,1.120714,0.734802,-0.33715,-0.042945,-0.221279,0.340839,0.518683,0.444768,-0.343229,0.512878,0.141359,-0.005533,-0.45652,1.396943,0
-1.673918,-2.708732,0.02281,2.085521,0.525001,-0.386217,0.614983,0.060519,0.221332,1.084987,0.56627,-0.262307,0.253163,-1.307553,0.307786,-0.17265,-0.812952,-0.011979,0.316175,0.097908,0
-1.673918,-2.708732,0.02281,2.085521,0.525001,-0.386217,0.614983,0.060519,0.221332,1.084987,0.56627,-0.262307,0.253163,-1.307553,0.307786,-0.17265,-0.812952,-0.011979,0.316175,0.097908,0
0.41533,-0.241715,-2.556828,1.760062,-0.200812,1.336047,0.530766,-0.360839,-0.572584,-0.886442,0.073352,-0.942647,-0.332664,-0.293643,0.566067,0.116922,-0.329528,-0.180949,0.034121,1.057705,0
0.588557,-0.100121,-1.866345,0.224778,0.441064,-0.224847,0.50566,-2.866136,2.864285,3.245004,0.637299,-2.370247,0.020159,1.602684,-0.091088,0.489299,0.665774,1.374719,0.902797,0.120685,0
2.533903,-0.905809,-0.136133,0.42038,-4.878313,1.195295,0.202255,2.563846,0.393167,0.343705,0.345834,0.651129,-1.218306,0.74067,-1.272366,-0.509464,0.723835,0.869563,-0.08009,-1.260174,0
-0.546802,-3.071473,2.279323,0.45766,-2.361707,0.165849,0.373555,-2.293476,-0.278091,0.339151,-0.878986,1.338882,-0.633781,0.366125,0.354058,-0.166958,-0.061608,-1.050315,-0.974133,0.797963,0
